age,balance,housing,loan,campaign
45,1381,yes,no,1
49,104,yes,no,1
26,318,yes,no,1
35,2151,yes,no,1
49,-8,yes,no,1
44,185,yes,no,1
41,1773,no,no,1
50,40,yes,no,1
58,44,yes,no,2
43,0,yes,no,1
34,0,yes,no,2
57,3058,yes,no,1
43,130,yes,no,1
38,507,yes,no,1
35,844,yes,no,1
49,458,yes,no,1
33,-744,yes,no,1
60,-2,yes,no,1
33,129,yes,no,1
33,411,yes,no,1
47,643,yes,no,1
37,391,yes,no,3
34,80,yes,yes,1
32,10,yes,no,1
36,114,yes,yes,1
40,1,yes,no,1
57,1341,yes,no,2
48,4,yes,no,1
26,2770,yes,no,1
30,5956,yes,no,1
41,55,yes,no,2
30,131,yes,no,1
35,1942,yes,no,1
36,298,yes,no,1
52,291,no,no,1
45,85,yes,no,1
35,797,yes,no,1
46,152,yes,no,4
39,481,yes,no,1
38,66,yes,no,1
38,4586,yes,no,1
31,1798,yes,no,1
39,220,yes,no,2
32,715,yes,no,2
32,442,yes,no,1
26,85,yes,no,2
35,319,yes,no,1
26,-29,yes,no,1
33,303,no,no,1
41,2398,yes,no,2
30,31,no,no,1
36,1832,yes,no,1
46,2019,yes,no,1
30,3,yes,no,1
46,397,no,no,1
38,1161,yes,no,1
24,777,yes,no,1
41,47,yes,no,1
28,-58,yes,no,1
55,1513,yes,no,1
40,121,no,no,1
38,904,yes,no,1
40,697,yes,no,1
54,841,yes,no,4
49,7317,yes,no,1
44,-95,yes,no,1
32,751,yes,no,1
36,250,yes,no,1
35,365,yes,no,2
31,1315,yes,no,1
34,65,yes,no,3
36,1852,no,no,1
44,-84,yes,no,3
44,36,yes,no,1
51,125,yes,no,2
36,0,no,no,2
37,105,yes,no,2
31,432,yes,no,1
42,555,yes,no,2
55,-24,yes,no,1
57,2261,yes,no,1
33,804,yes,yes,1
44,-617,yes,no,1
30,-1,yes,no,1
37,237,yes,no,1
32,514,yes,no,1
33,1988,yes,no,2
31,491,yes,no,1
46,675,yes,no,1
34,177,yes,no,1
51,340,yes,no,1
49,230,yes,no,1
52,0,no,no,1
43,2331,yes,no,4
35,0,yes,no,1
27,217,yes,no,1
43,186,yes,no,1
49,168,yes,yes,1
50,145,yes,no,1
33,140,yes,no,1
49,-22,yes,no,1
50,389,yes,no,1
42,323,yes,yes,2
28,6,yes,no,1
41,225,yes,yes,2
34,142,yes,no,4
58,5,no,no,2
46,174,yes,yes,3
46,-768,yes,no,3
42,30,no,no,2
40,968,yes,yes,1
42,47,yes,yes,1
33,0,yes,yes,1
27,91,yes,no,2
43,-77,yes,no,1
28,486,yes,no,1
34,341,yes,no,1
37,50,yes,no,3
41,205,yes,no,1
39,762,yes,no,1
37,31,yes,no,1
41,-581,yes,no,2
36,-45,yes,no,1
51,0,no,no,1
28,120,yes,yes,3
31,335,yes,no,1
33,-232,yes,no,1
28,785,yes,no,2
31,28,yes,no,1
43,2067,yes,no,1
48,448,yes,no,1
26,37,yes,no,1
34,301,yes,no,1
38,668,no,no,1
51,115,yes,yes,1
49,275,no,no,1
60,414,no,no,1
32,3,yes,no,1
36,496,no,no,3
28,150,yes,no,1
34,163,no,no,1
40,1322,yes,no,1
33,1713,yes,no,1
37,242,yes,no,8
40,-29,no,no,2
59,381,yes,no,4
39,82,yes,no,5
28,21,yes,no,3
30,1801,yes,no,2
40,640,yes,yes,2
28,113,yes,no,2
39,1042,yes,no,2
44,240,yes,no,2
39,-244,yes,no,2
30,70,yes,yes,3
35,-339,yes,no,2
31,59,yes,no,3
47,1222,yes,no,3
26,-41,yes,no,2
25,0,yes,no,2
42,6,yes,no,4
30,4,yes,no,2
28,20,yes,yes,2
46,846,yes,no,2
43,338,yes,no,1
38,90,yes,yes,2
31,406,yes,no,1
29,2,no,no,1
34,2211,no,no,1
40,87,yes,no,1
30,178,yes,no,1
44,185,yes,yes,1
38,-210,yes,no,1
43,388,yes,no,2
32,1,yes,no,1
33,879,yes,no,1
32,214,yes,no,1
40,698,yes,no,2
34,1601,yes,no,2
30,717,yes,no,1
53,255,yes,no,2
39,375,yes,no,2
46,587,yes,no,2
32,644,yes,yes,2
60,0,yes,no,1
40,-275,yes,no,2
47,116,yes,no,2
25,37,yes,yes,2
44,753,yes,no,2
38,162,yes,no,2
45,984,yes,no,5
34,199,yes,no,3
36,241,yes,no,1
30,648,yes,yes,1
35,907,yes,yes,1
39,6322,no,no,1
46,125,yes,yes,2
36,90,yes,no,2
22,54,yes,yes,6
26,-132,no,no,1
48,267,no,no,1
32,289,yes,no,4
58,613,yes,no,2
57,618,yes,no,7
53,1786,yes,no,2
29,607,yes,yes,3
34,586,yes,yes,2
32,459,yes,no,2
55,298,yes,no,3
50,134,no,no,2
43,34,yes,no,3
44,1378,yes,no,2
27,417,yes,yes,2
35,25,yes,no,5
45,22,yes,no,3
35,398,yes,no,1
49,1164,yes,no,1
34,487,yes,no,2
46,1069,yes,no,2
43,-192,yes,no,2
42,0,yes,no,2
55,332,yes,no,2
37,121,yes,no,2
31,68,yes,no,1
57,-176,yes,no,1
33,527,yes,yes,2
43,193,yes,no,7
60,7601,yes,no,1
51,751,no,no,5
38,495,yes,no,1
37,670,yes,no,3
41,363,yes,no,3
42,376,yes,no,1
41,292,yes,no,2
33,0,no,no,2
32,184,yes,no,4
30,80,yes,no,2
43,1824,yes,no,1
30,2850,no,no,2
37,48,yes,no,2
34,76,no,no,9
32,336,yes,no,1
42,0,no,yes,3
35,433,yes,no,2
34,103,yes,yes,2
50,1164,yes,no,2
34,129,yes,no,2
38,5873,no,no,2
28,0,yes,no,2
55,82,yes,no,2
38,362,yes,no,5
31,186,yes,no,3
57,1216,yes,no,6
50,704,yes,no,2
47,205,yes,no,2
39,830,yes,no,2
34,-315,yes,no,2
41,64,yes,yes,2
59,-820,no,no,2
35,538,yes,yes,9
31,948,yes,no,2
55,1288,yes,no,2
36,70,yes,no,4
41,393,yes,no,2
44,365,yes,no,2
40,879,yes,yes,3
32,491,yes,no,2
38,0,yes,no,3
27,0,no,no,2
33,229,yes,no,4
37,22,yes,yes,1
40,570,yes,no,2
33,56,yes,no,2
40,118,yes,no,3
27,106,yes,no,2
42,1768,yes,no,2
41,213,yes,no,2
37,381,yes,no,2
38,1147,yes,yes,5
44,373,yes,no,2
31,50,yes,no,2
34,67,yes,yes,3
46,0,yes,yes,3
33,61,yes,yes,2
36,504,yes,no,2
32,177,yes,no,3
27,584,yes,no,2
31,-732,yes,no,2
41,572,yes,no,2
35,105,yes,no,2
50,0,yes,no,2
33,832,yes,yes,3
48,2642,yes,no,3
36,195,yes,no,2
29,718,yes,no,3
34,336,yes,yes,2
39,332,yes,no,3
32,1,yes,no,4
59,-138,yes,yes,4
50,749,no,no,2
37,14,yes,no,2
33,177,no,no,4
52,557,no,no,3
43,126,yes,no,2
53,359,no,yes,8
37,496,yes,no,2
50,72,no,no,2
53,175,yes,no,4
47,430,no,no,8
48,574,yes,no,2
35,69,yes,no,3
42,106,yes,no,3
43,0,yes,no,2
40,23,yes,no,5
36,42,yes,no,4
39,429,yes,no,4
32,88,yes,no,3
44,3932,yes,no,2
43,177,yes,no,3
53,468,yes,no,5
41,639,yes,no,2
53,2124,yes,no,2
31,309,yes,no,3
51,202,yes,no,2
32,20,yes,yes,3
52,-17,yes,no,3
41,-417,yes,no,3
30,528,yes,no,4
32,394,yes,no,2
31,856,yes,no,3
38,468,yes,no,2
44,138,yes,no,3
36,406,yes,no,3
34,221,yes,no,4
40,523,yes,yes,3
41,-52,yes,no,5
56,397,yes,no,7
39,-432,yes,no,3
34,298,yes,no,2
41,1080,yes,yes,4
39,-85,yes,no,2
33,4012,no,yes,4
52,123,no,no,2
26,498,yes,no,3
54,23,yes,no,3
30,-315,yes,no,2
35,89,no,yes,3
47,699,yes,no,1
53,145,yes,no,1
29,-138,yes,yes,5
36,491,yes,no,3
35,820,yes,no,4
43,1376,yes,no,4
38,0,yes,no,2
39,507,yes,no,2
58,771,no,no,3
33,310,yes,no,4
60,136,yes,no,2
45,310,yes,no,2
39,813,yes,no,2
35,14,yes,yes,1
41,-97,yes,no,5
40,332,yes,no,1
33,5034,yes,no,3
32,281,yes,no,4
44,576,yes,no,3
34,1891,yes,no,5
29,473,yes,yes,2
49,216,yes,no,2
31,-13,yes,no,3
47,162,yes,no,4
34,365,yes,no,2
32,264,yes,no,2
32,490,yes,no,2
56,230,yes,no,4
28,-9,yes,yes,5
35,317,yes,no,2
52,458,yes,yes,5
35,19,yes,no,2
32,536,yes,no,2
42,117,yes,no,1
51,368,yes,no,1
47,-98,yes,no,1
34,627,yes,no,9
45,180,yes,no,1
31,26,yes,no,1
40,2171,yes,no,1
53,-118,yes,no,3
44,1059,yes,no,1
49,186,yes,no,1
47,1306,yes,no,4
31,3007,yes,no,1
45,-88,yes,no,1
30,265,yes,yes,1
40,21,yes,no,1
27,230,yes,no,1
28,252,yes,no,1
28,422,yes,no,1
44,85,yes,no,2
35,4286,yes,no,1
29,0,no,no,1
33,60,no,no,1
32,687,yes,no,1
35,40,yes,no,4
31,22,yes,no,3
36,-333,yes,yes,1
41,483,yes,no,1
35,503,yes,yes,2
40,1245,yes,no,1
42,117,yes,no,1
34,33,yes,yes,1
41,-320,yes,no,1
43,49,yes,no,1
37,0,yes,no,1
26,100,yes,no,1
32,344,yes,no,2
51,-286,yes,no,1
38,57,yes,no,1
51,370,no,no,1
49,470,yes,no,2
31,0,yes,no,2
33,767,yes,no,3
30,1,no,no,1
33,0,no,no,1
41,121,yes,no,2
37,190,yes,no,2
33,120,yes,no,1
32,2068,yes,yes,1
46,332,yes,no,1
34,-322,no,no,1
32,274,yes,no,3
43,3,yes,no,3
28,6,yes,no,1
46,288,yes,no,1
52,146,yes,no,1
34,286,yes,no,2
27,114,yes,yes,2
32,190,yes,yes,1
37,111,yes,no,2
29,246,yes,no,1
40,108,no,no,1
47,187,yes,no,1
34,457,yes,no,1
25,131,yes,yes,1
30,1825,yes,no,1
31,307,yes,no,1
35,-198,yes,no,2
32,739,yes,no,1
28,759,yes,no,1
27,777,yes,no,3
37,378,yes,no,1
35,337,yes,no,1
34,-78,yes,no,1
31,355,yes,no,1
36,133,yes,no,1
38,32,yes,no,1
25,55,yes,yes,1
51,417,yes,no,1
26,153,yes,no,1
40,794,no,no,1
26,187,yes,no,1
36,335,yes,no,2
59,1407,yes,no,1
26,-116,yes,yes,1
49,1842,yes,no,2
33,329,yes,no,1
31,428,yes,no,1
59,181,yes,no,1
38,2139,yes,no,1
37,253,yes,yes,1
31,133,yes,no,2
54,785,yes,no,2
41,-45,yes,yes,4
44,223,yes,no,2
28,2831,yes,no,3
22,2412,yes,no,2
31,11,yes,no,3
36,211,yes,no,2
37,34,yes,no,3
54,222,yes,no,2
28,3285,yes,no,1
42,-67,yes,no,1
35,670,yes,no,1
29,0,yes,no,1
59,96,yes,no,1
46,-3,yes,no,2
32,123,yes,no,1
43,443,yes,no,1
41,406,yes,no,1
31,535,no,no,3
26,302,yes,no,1
29,-43,yes,no,1
31,-346,no,no,1
37,-271,yes,no,1
35,55,yes,no,4
31,375,yes,no,1
30,-2,yes,no,2
29,-680,yes,no,2
29,0,no,no,1
39,217,yes,no,1
31,160,yes,no,1
27,118,yes,no,3
22,-1,yes,no,1
31,453,yes,no,2
39,169,yes,no,1
25,787,yes,no,1
27,78,yes,no,1
28,2269,yes,no,1
31,213,yes,no,2
46,164,yes,no,2
37,934,no,no,2
27,4,yes,yes,1
34,354,yes,no,1
30,23,yes,no,1
23,318,yes,no,2
33,-305,no,yes,1
43,616,yes,no,2
50,2590,yes,no,6
31,1868,yes,no,2
32,-578,no,no,1
32,-227,yes,yes,1
37,1981,yes,no,1
60,404,yes,no,2
47,65,yes,no,1
32,-1,yes,no,1
34,-68,yes,no,1
36,0,yes,no,1
28,229,yes,no,1
31,1656,yes,no,3
43,1342,yes,yes,2
32,331,yes,no,2
31,238,yes,yes,2
56,202,yes,no,2
34,318,yes,no,2
46,-1124,yes,yes,2
27,662,yes,no,1
33,1790,yes,yes,1
35,198,yes,no,2
29,726,yes,no,3
39,183,yes,no,2
48,149,yes,no,1
58,-91,yes,no,5
36,-9,yes,no,3
33,134,yes,no,2
32,0,no,no,1
32,6259,yes,no,2
31,27,no,yes,1
30,383,yes,no,1
30,1108,yes,yes,1
40,117,yes,no,2
35,108,yes,no,4
42,479,yes,no,2
60,65,yes,no,2
28,234,no,no,3
29,-53,yes,no,2
33,-131,yes,yes,2
23,-39,yes,yes,2
34,139,yes,no,1
29,262,yes,no,1
32,160,yes,no,1
55,186,yes,yes,1
39,-79,no,no,1
37,1113,yes,no,1
26,82,yes,no,1
35,321,yes,no,1
26,1326,yes,no,1
34,2257,yes,no,1
55,1373,no,no,2
39,304,yes,yes,1
27,659,yes,no,2
30,491,yes,no,4
28,101,yes,no,3
33,33,yes,no,1
43,291,yes,no,2
50,218,yes,no,2
26,102,yes,no,1
33,88,yes,no,2
47,94,yes,no,3
33,-665,yes,yes,1
34,-331,yes,yes,1
33,550,yes,no,1
23,151,yes,no,1
29,5406,no,no,2
33,269,yes,no,1
41,2457,yes,no,1
27,45,yes,no,1
34,610,yes,no,3
53,-133,yes,no,2
34,66,yes,no,2
40,10,yes,no,2
27,350,no,no,1
33,546,yes,yes,1
40,360,yes,no,1
21,6,no,no,1
31,0,yes,no,1
51,22,yes,yes,1
26,57,yes,no,2
26,1349,yes,no,1
32,708,no,no,1
31,1329,yes,yes,1
27,7459,yes,no,2
58,47,yes,no,1
39,-516,yes,no,2
30,0,yes,no,1
29,433,yes,no,1
38,9,yes,no,3
29,-6,yes,no,1
28,-197,yes,no,2
41,184,yes,no,2
43,336,yes,no,5
43,36,yes,no,2
37,277,yes,no,2
46,452,yes,no,4
53,-135,yes,no,2
28,7,yes,yes,3
41,442,yes,yes,2
36,590,yes,no,2
37,447,yes,no,1
38,49,yes,no,2
32,1118,yes,yes,2
33,390,yes,no,2
28,-125,yes,no,3
52,-97,yes,yes,4
30,18,no,no,1
37,131,yes,no,2
27,527,yes,no,1
31,1129,yes,no,2
47,266,yes,no,1
33,687,yes,no,1
46,1726,yes,yes,1
38,-388,yes,no,1
33,92,yes,no,1
44,-11,yes,no,1
35,1510,yes,no,1
38,171,yes,no,5
56,420,yes,no,1
33,513,yes,no,4
45,137,yes,no,2
30,21,yes,no,3
34,-312,yes,no,1
32,-208,yes,yes,1
32,2,no,no,2
27,1033,yes,no,1
48,855,yes,no,2
54,781,yes,no,2
29,542,yes,no,3
37,-175,yes,no,1
26,79,yes,yes,3
43,3,yes,no,2
31,4471,yes,no,2
55,2313,yes,no,2
45,-139,yes,no,3
35,300,yes,no,4
57,-3313,yes,yes,1
49,352,yes,no,2
23,105,yes,yes,2
49,164,yes,no,5
35,-202,yes,no,2
38,-256,yes,no,1
39,1261,yes,no,2
27,-503,yes,no,3
37,790,no,no,1
57,0,yes,no,7
38,638,yes,no,1
26,47,yes,no,2
46,242,yes,no,2
44,469,yes,no,4
44,271,yes,yes,1
28,948,yes,no,1
37,-356,no,yes,1
43,336,yes,no,1
25,61,yes,no,9
34,359,yes,no,3
39,105,yes,no,2
35,6809,yes,no,7
32,59,yes,yes,2
31,0,no,yes,6
42,0,yes,no,2
31,216,yes,no,1
30,2530,yes,no,1
29,356,yes,no,1
29,-228,yes,no,1
36,198,yes,no,2
41,510,yes,no,2
37,223,yes,no,2
32,4,yes,no,2
39,338,yes,no,4
31,0,yes,no,3
33,328,yes,no,2
30,255,yes,no,2
24,304,no,no,3
55,-256,yes,yes,2
27,683,yes,no,3
47,84,yes,no,5
29,608,yes,no,2
56,230,no,no,4
31,12,yes,no,4
46,881,yes,no,2
47,77,yes,no,4
29,510,yes,no,6
35,1555,yes,no,2
31,68,yes,no,2
29,43,yes,no,2
48,244,yes,no,1
59,1376,no,yes,4
44,392,yes,no,2
30,-396,yes,no,2
50,89,yes,no,3
25,10,yes,no,2
32,150,yes,no,4
49,1387,yes,yes,2
38,253,yes,no,4
29,853,yes,no,2
51,91,yes,no,2
29,348,yes,no,2
32,43,yes,no,2
43,-178,yes,no,2
34,2137,no,no,4
37,1160,yes,no,2
29,3986,yes,no,2
39,126,yes,no,2
34,6411,yes,yes,2
28,655,yes,no,2
37,2378,yes,no,2
29,15,yes,yes,2
25,96,yes,no,2
33,191,yes,no,2
34,391,yes,no,2
50,31,yes,no,3
35,73,no,no,3
53,0,no,no,2
41,156,yes,no,5
48,231,yes,no,3
32,-83,yes,no,3
38,138,no,no,3
57,221,yes,no,2
50,3284,yes,no,3
40,4190,no,no,4
45,5694,yes,no,2
34,297,yes,no,4
32,-89,yes,no,2
28,244,yes,no,3
30,152,yes,no,2
41,1696,yes,no,3
36,714,no,no,3
49,315,yes,no,2
32,312,yes,no,2
53,913,yes,no,4
44,-407,yes,no,2
34,338,yes,no,2
56,-435,yes,yes,2
27,769,yes,no,2
32,120,yes,yes,3
43,0,no,no,3
34,9569,yes,no,2
35,351,yes,no,2
28,2,yes,no,1
52,226,yes,no,4
36,95,yes,no,2
35,123,yes,no,3
30,15,yes,no,1
23,375,yes,no,3
37,1190,yes,no,3
29,487,yes,yes,2
28,123,yes,no,1
56,2272,yes,no,5
27,133,yes,yes,4
33,447,yes,no,2
53,-864,yes,no,5
47,8,no,no,4
50,107,yes,no,4
31,620,no,no,3
31,42,yes,no,3
37,-120,yes,no,2
37,493,yes,no,7
48,296,yes,no,8
31,6248,yes,no,2
34,484,no,no,4
32,12,yes,no,4
54,154,no,no,3
31,606,yes,no,2
55,560,yes,no,3
27,564,yes,no,3
36,771,yes,no,4
33,0,yes,yes,2
43,757,yes,no,4
42,333,yes,no,3
48,418,yes,no,3
41,-256,no,yes,3
36,494,yes,no,3
32,85,yes,no,9
58,127,yes,no,5
40,69,yes,no,3
31,713,yes,no,2
42,-10,yes,no,4
34,-294,yes,no,2
34,222,yes,no,6
35,86,yes,no,4
57,0,yes,yes,6
28,26,no,no,3
50,103,yes,no,6
46,-80,yes,no,2
28,131,yes,no,5
57,106,no,no,4
49,15,no,no,5
56,4542,no,no,2
56,172,yes,no,5
49,0,yes,no,2
50,107,yes,no,5
47,15,no,no,4
45,101,yes,no,5
44,304,yes,no,2
51,7816,yes,no,2
34,0,yes,no,2
25,784,yes,yes,2
30,2581,no,no,2
39,507,yes,no,7
25,333,yes,no,3
34,-220,yes,yes,4
25,249,yes,no,5
33,-257,yes,no,4
44,210,no,yes,2
55,18722,yes,no,2
54,42,yes,no,2
43,210,yes,no,5
35,325,no,no,2
27,123,yes,no,3
42,-25,yes,no,2
40,66,yes,no,8
31,0,yes,yes,4
29,409,yes,no,3
49,4785,no,no,4
59,121,yes,no,7
37,0,yes,no,4
60,231,yes,no,2
25,1135,yes,no,3
28,-201,yes,no,4
40,-278,yes,no,3
43,16,yes,no,4
51,-283,yes,no,4
28,-103,yes,no,4
54,113,no,no,3
37,194,yes,no,7
35,247,yes,no,2
26,-402,no,yes,2
55,-40,yes,no,2
57,3867,yes,no,2
39,36,yes,no,2
36,2167,yes,yes,2
35,243,yes,no,3
33,2,yes,yes,2
40,737,yes,no,2
31,286,no,no,4
32,311,no,no,2
27,541,yes,no,1
31,2963,yes,no,1
28,-871,yes,no,4
33,75,yes,yes,2
31,2597,yes,no,1
25,-454,yes,no,1
29,0,no,no,2
47,304,yes,no,1
59,220,yes,no,1
35,561,yes,no,3
33,211,yes,no,2
31,4509,yes,no,3
42,196,yes,no,3
26,124,yes,no,8
34,381,yes,no,1
31,184,yes,no,3
30,-149,yes,yes,3
54,-337,yes,no,2
52,210,yes,no,1
40,737,yes,yes,1
56,75,yes,no,2
25,641,yes,no,1
60,78,yes,no,3
43,1558,yes,no,3
32,227,yes,no,1
48,602,yes,no,1
43,798,yes,no,1
37,1047,yes,yes,1
52,111,yes,no,2
25,-439,yes,no,1
31,37,yes,no,1
35,362,yes,no,2
27,1,yes,no,1
41,304,yes,no,2
34,-89,yes,no,1
55,276,yes,no,1
26,288,yes,no,2
36,650,yes,no,2
45,171,yes,no,1
27,-302,yes,no,3
31,337,no,no,1
29,891,no,no,1
26,199,yes,yes,1
46,997,yes,no,1
32,108,yes,yes,1
25,40,no,no,1
54,208,no,no,1
31,6890,yes,no,1
33,395,yes,no,8
28,-214,yes,no,3
39,496,yes,no,2
37,183,yes,no,2
36,199,yes,no,4
56,179,yes,no,2
59,434,yes,no,3
30,122,yes,no,2
59,371,yes,no,3
27,3675,no,no,2
29,11,yes,no,4
48,194,yes,yes,6
44,23,yes,no,2
33,1011,yes,no,4
39,446,yes,no,1
46,-29,yes,no,1
28,957,yes,yes,3
31,297,yes,no,1
40,888,yes,no,2
37,115,yes,no,1
29,177,yes,no,3
29,-28,yes,no,1
24,951,yes,no,2
32,5,yes,no,2
26,586,yes,yes,1
47,-1445,yes,no,2
26,-23,yes,no,1
28,-284,yes,no,1
58,1166,yes,no,1
35,244,yes,no,1
29,-72,yes,no,1
56,1399,yes,no,4
43,0,yes,no,1
45,431,yes,no,1
31,130,yes,yes,1
34,187,yes,no,2
32,142,yes,no,1
33,14,yes,no,1
28,-219,yes,no,2
43,275,yes,no,4
49,5028,yes,no,1
27,118,yes,yes,1
30,290,yes,no,1
32,1064,yes,no,1
37,904,yes,no,1
31,628,yes,no,2
56,13,yes,no,2
26,450,yes,yes,1
43,-63,yes,no,4
48,164,yes,no,2
31,985,yes,no,2
36,616,yes,yes,3
24,237,yes,no,2
29,380,no,yes,2
23,290,yes,no,4
54,104,yes,no,1
24,117,yes,yes,1
25,276,yes,no,4
36,-475,yes,no,5
40,838,yes,no,3
29,382,yes,no,1
29,624,yes,no,1
48,396,yes,no,3
23,5,no,no,1
37,18,no,no,6
31,-464,yes,yes,4
29,330,yes,no,2
56,2087,yes,no,1
28,-260,yes,no,2
44,236,yes,no,1
48,684,yes,yes,1
30,458,yes,no,3
32,324,yes,no,1
41,1052,yes,yes,1
30,37,no,no,2
37,454,yes,no,1
30,573,yes,no,2
28,34,yes,no,4
33,341,no,yes,3
41,31,no,no,2
42,-189,yes,no,2
50,424,yes,no,2
23,250,yes,no,2
38,3165,yes,no,2
31,387,yes,no,3
35,855,yes,no,3
52,944,yes,no,3
36,134,no,no,2
28,2845,yes,no,2
27,2420,yes,no,2
24,1535,yes,no,2
45,0,no,no,2
39,504,yes,no,1
38,-329,yes,no,4
24,94,yes,no,2
35,538,yes,no,4
32,-18,yes,no,3
48,26,yes,no,3
36,177,yes,no,5
46,633,yes,no,10
28,205,yes,no,3
50,1114,yes,yes,2
44,78,yes,no,2
38,762,yes,no,2
33,1862,yes,no,1
57,73,no,no,1
40,2576,yes,yes,11
42,470,yes,no,1
32,206,yes,yes,1
55,0,yes,yes,5
25,-76,yes,no,3
42,1750,yes,no,2
23,1104,yes,no,2
31,286,yes,yes,2
21,137,yes,no,3
34,247,yes,yes,5
46,-43,no,no,8
55,309,yes,no,4
33,339,yes,no,2
47,218,yes,no,7
33,4128,yes,no,6
40,867,yes,yes,4
32,1345,yes,no,3
48,40,no,no,3
32,1466,yes,no,2
26,96,yes,no,2
38,332,yes,no,4
46,1474,yes,no,3
49,783,yes,no,4
33,239,no,no,5
45,27,yes,no,5
32,-24,yes,no,4
39,23,yes,no,5
53,6386,yes,no,8
28,-353,yes,no,3
31,-474,yes,no,2
34,714,yes,no,4
40,570,yes,no,3
29,16,no,no,3
34,1504,yes,no,3
38,551,yes,no,4
31,-759,yes,no,2
32,1097,yes,no,2
31,520,yes,no,7
53,0,no,no,7
38,573,yes,no,7
57,0,yes,no,3
58,146,yes,no,6
50,-37,yes,no,3
36,90,yes,no,5
46,0,yes,no,9
39,1242,yes,no,3
31,98,yes,yes,3
44,295,yes,no,8
53,465,no,yes,3
35,1473,yes,no,3
40,3122,yes,no,3
30,317,yes,no,6
33,176,yes,no,5
39,661,yes,no,4
25,1,yes,yes,12
35,-12,yes,no,5
43,1401,yes,no,2
41,171,yes,no,4
55,431,yes,no,2
49,265,yes,no,6
30,227,yes,yes,3
37,336,yes,no,5
46,41,yes,no,4
36,1554,yes,no,4
45,141,yes,no,4
48,762,yes,no,4
22,650,yes,no,4
46,250,no,no,2
39,130,yes,no,6
56,11,no,no,3
35,36,yes,no,6
45,333,yes,no,3
28,487,yes,no,4
32,594,yes,no,2
52,1135,yes,yes,5
26,-3,yes,no,5
22,-168,yes,no,3
35,414,no,no,4
44,166,yes,no,3
31,472,yes,no,2
28,-95,yes,no,1
23,158,yes,no,1
26,8,no,no,1
31,296,yes,no,1
27,-541,yes,yes,1
34,23,no,no,1
25,17,yes,no,2
25,335,yes,no,1
22,395,yes,no,1
37,178,yes,no,1
26,101,yes,no,1
32,-428,yes,no,1
26,24299,yes,no,1
27,181,no,no,1
22,83,yes,no,1
32,175,yes,no,1
33,5,yes,no,1
34,3185,yes,no,1
31,2577,yes,no,2
28,216,yes,no,1
37,166,yes,no,3
45,323,yes,no,2
31,334,yes,no,1
48,86,yes,no,1
24,845,yes,no,1
24,-126,yes,yes,2
45,-3,yes,no,1
26,54,yes,no,1
24,-192,yes,no,1
29,125,yes,no,1
34,2146,yes,no,1
30,-522,yes,no,1
21,99,yes,no,1
42,-1664,yes,no,1
32,2,yes,no,2
40,2172,yes,yes,1
33,168,yes,no,1
32,62,yes,yes,1
25,768,yes,no,1
41,429,yes,no,1
37,36,yes,no,1
29,0,yes,no,1
29,544,yes,no,1
46,91,yes,no,1
32,-3,yes,no,2
30,1374,yes,no,1
38,119,yes,no,4
22,279,yes,no,1
22,594,yes,no,1
32,-121,yes,yes,1
36,-195,yes,no,1
30,-208,yes,yes,1
26,309,yes,no,1
41,210,yes,no,1
42,135,yes,no,6
45,66,yes,no,3
24,-122,yes,no,1
54,0,no,no,1
33,-90,yes,no,1
28,286,yes,no,1
36,-423,yes,yes,1
34,505,yes,no,1
28,296,yes,no,1
31,279,yes,no,1
53,367,yes,yes,2
20,129,yes,yes,1
47,-13,no,no,1
33,1309,yes,no,1
24,-10,yes,no,1
23,5,yes,no,1
27,71,yes,no,1
23,281,yes,no,1
30,173,yes,no,1
34,383,yes,no,1
55,39,yes,no,1
57,1052,yes,no,4
59,-49,yes,no,2
20,-103,yes,no,1
30,-846,yes,no,1
41,705,yes,no,1
37,1950,yes,no,1
31,253,yes,no,2
39,595,yes,no,1
28,-185,yes,yes,1
44,353,yes,no,1
31,2363,yes,no,1
28,52,yes,no,1
51,205,yes,yes,1
34,1557,yes,yes,1
24,596,yes,no,1
29,-114,yes,no,1
50,478,no,no,5
21,614,yes,no,3
29,783,yes,no,1
26,401,yes,no,1
26,92,yes,no,1
21,-273,yes,yes,1
23,2594,yes,no,1
25,382,yes,no,1
40,-166,yes,no,1
39,-141,yes,no,1
25,-250,yes,no,1
26,3825,yes,no,1
57,0,no,no,1
61,1060,yes,no,1
34,-185,yes,yes,1
47,955,yes,no,1
31,263,yes,no,2
45,4646,yes,no,1
33,989,yes,yes,3
27,232,yes,yes,1
41,1483,yes,no,1
58,7495,yes,no,1
45,0,yes,yes,1
49,2199,yes,no,1
42,476,yes,no,1
52,148,yes,no,1
52,3241,yes,no,1
49,2665,yes,no,1
59,1875,yes,no,1
54,879,yes,no,1
46,1934,yes,no,1
44,0,no,no,1
26,380,yes,no,3
46,2485,yes,no,4
59,5521,yes,yes,1
43,24,yes,no,2
50,160,yes,no,1
26,-204,yes,no,2
54,363,yes,no,1
44,181,no,no,1
36,307,yes,no,2
51,193,yes,no,3
59,3382,yes,no,1
42,1823,yes,no,1
41,-111,yes,no,1
43,3373,yes,no,1
40,92,yes,no,1
32,463,yes,no,2
55,1192,yes,no,1
59,2376,no,no,1
30,-166,yes,yes,5
47,3960,yes,no,1
23,4,yes,no,2
44,23,yes,no,1
45,639,yes,no,1
35,2144,yes,no,2
